編號,車號,進廠日期,進廠時間,出廠日期,出廠時間,客戶,品名,料號,重量,總重,過磅員,序號,過磅方式,卡號,進貨
65429,LAG-219,20250503,091423,20250503,093823,正億,,垃圾,18000,38900,八德區清潔隊,8,#,,-1
65430,903-S5,20250503,093808,20250503,095712,八德區清潔隊,社區定點,,5150,7000,八德區清潔隊,15,,0000020521,-1
65431,KEU-1050,20250503,094757,20250503,100631,富立達,,木料+棉絮,15960,25270,八德區清潔隊,16,,,-1
65432,KEP-6151,20250503,095450,20250503,100704,八德區清潔隊,社區定點,,10380,14070,八德區清潔隊,17,,0000047604,-1
65433,KEA-7025,20250503,100735,20250503,101432,八德區清潔隊,,,4630,4970,八德區清潔隊,18,,0000020540,-1
65434,KED-2531/預備車,20250503,101005,20250503,101452,八德區垃圾車,黑包組,,5100,6420,八德區清潔隊,19,,0000047606,-1
65435,KEK-2002,20250503,102453,20250503,103241,八德區清潔隊,黑包組,,4180,5460,八德區清潔隊,20,,0000020548,-1
65436,KEC-2782/預備車,20250503,105841,20250503,111108,八德區垃圾車,社區定點,,6230,9210,八德區清潔隊,21,,0000020512,-1
65437,KEK-8618,20250503,112543,20250503,114422,富立達,,木料+棉絮,16550,25720,八德區清潔隊,22,,,-1
65438,KEU-1050,20250503,113119,20250503,115707,富立達,,木料+棉絮,15950,25980,八德區清潔隊,23,,,-1
65439,KEK-8618,20250503,131057,20250503,133600,富立達,,木料+棉絮,16530,25650,八德區清潔隊,24,,,-1
65440,KEG-3096,20250503,133816,20250503,134813,桃園區中隊,,桃園中隊(廢傢俱),4520,5410,八德區清潔隊,25,,,-1
65441,KEU-1050,20250503,131310,20250503,135420,富立達,,木料+棉絮,15940,26970,八德區清潔隊,26,,,-1
65442,302-VN,20250503,134942,20250503,135550,八德區清潔隊,,,4520,4750,八德區清潔隊,27,,0000020535,-1
65443,KEC-2619,20250503,135614,20250503,135924,八德區清潔隊,,,4300,4500,八德區清潔隊,28,,0000020543,-1
65444,KEC-2620,20250503,140037,20250503,140520,八德區清潔隊,,,4330,4470,八德區清潔隊,29,,0000020591,-1
65445,KEG-3218,20250503,140706,20250503,141336,八德區垃圾車,壓5,,9250,11300,八德區清潔隊,30,,0000020506,-1
65446,KED-0158,20250503,141124,20250503,141510,八德區清潔隊,,,4280,4400,八德區清潔隊,31,,0000047524,-1
65447,KEA-7213,20250503,140940,20250503,141705,八德區清潔隊,市場車,,9450,13000,八德區清潔隊,32,*,0000020596,-1
65448,KEA-7025,20250503,141415,20250503,141756,八德區清潔隊,,,4620,4770,八德區清潔隊,33,,0000020540,-1
65449,KEP-3821,20250503,142734,20250503,143420,八德區垃圾車,壓11,,7470,8110,八德區清潔隊,34,,0000020794,-1
65450,166-VM/預備車,20250503,141308,20250503,143503,八德區垃圾車,市場車,,6820,8970,八德區清潔隊,35,,0002756357,-1
65451,KEP-2602/預備車,20250503,143727,20250503,144230,八德區垃圾車,社區定點,,10270,11140,八德區清潔隊,36,,0000020785,-1
65453,KEA-8000,20250503,145125,20250503,145516,八德區清潔隊,,,3950,4940,八德區清潔隊,38,,0000047602,-1
65454,KEP-7527,20250503,145542,20250503,145745,八德區清潔隊,,,7380,9130,八德區清潔隊,39,*,0000048405,-1
65456,KEE-3801,20250503,145900,20250503,150441,八德區垃圾車,壓7,,7690,9070,八德區清潔隊,41,,0000020598,-1
65457,KEW-5202,20250503,150241,20250503,150634,八德區清潔隊,抓斗車,,11240,13930,八德區清潔隊,42,,0000048409,-1
65458,KEA-7212,20250503,151852,20250503,152510,八德區垃圾車,壓1,,9710,10150,八德區清潔隊,43,*,0000047611,-1
65459,AAH-813,20250503,152953,20250503,153359,八德區垃圾車,壓6,,9770,10140,八德區清潔隊,44,*,0000020507,-1
65460,KEP-5261,20250503,164950,20250503,165553,八德區垃圾車,壓12,,6540,8650,八德區清潔隊,45,,0000020587,-1
65461,KES-5103,20250503,173030,20250503,173518,八德區垃圾車,壓23,,5180,6920,八德區清潔隊,46,,0000020793,-1
65462,KEP-3821,20250503,175223,20250503,175908,八德區垃圾車,壓11,,7380,10160,八德區清潔隊,47,,0000020794,-1
65463,KEP-3822,20250503,175359,20250503,180101,八德區垃圾車,壓21,,7320,10450,八德區清潔隊,48,,0000020789,-1
65464,KEJ-6305,20250503,175641,20250503,180126,八德區垃圾車,壓17,,5890,8590,八德區清潔隊,49,,0000020791,-1
65465,KEG-3218,20250503,180206,20250503,180758,八德區垃圾車,壓5,,9350,11900,八德區清潔隊,50,,0000020506,-1
65466,KEE-3801,20250503,181000,20250503,181346,八德區垃圾車,壓7,,7690,10310,八德區清潔隊,51,,0000020598,-1
65467,KEU-1721,20250503,181210,20250503,181706,八德區垃圾車,壓13,,7290,10760,八德區清潔隊,52,,0000048402,-1
65468,KEU-1722,20250503,182407,20250503,183100,八德區垃圾車,壓22,,7510,10240,八德區清潔隊,53,,0000048403,-1
65469,KEE-3861,20250503,183257,20250503,183756,八德區垃圾車,壓8,,5930,8460,八德區清潔隊,54,,0000020509,-1
65470,KEA-7211,20250503,190831,20250503,191420,八德區垃圾車,壓15,,9550,13070,八德區清潔隊,55,,0000020588,-1
65471,KEP-2602/預備車,20250503,193438,20250503,194048,八德區垃圾車,,,10260,15770,八德區清潔隊,56,,0000020785,-1
65472,KEP-3821,20250503,193657,20250503,194229,八德區垃圾車,壓11,,7340,9320,八德區清潔隊,57,,0000020794,-1
65473,KEA-7213,20250503,193833,20250503,194356,八德區清潔隊,壓3,,9490,14340,八德區清潔隊,58,,0000020596,-1
65474,KEJ-6305,20250503,193949,20250503,194448,八德區垃圾車,壓17,,5880,8100,八德區清潔隊,59,,0000020791,-1
65475,KEE-3801,20250503,194809,20250503,195214,八德區垃圾車,壓7,,7690,9970,八德區清潔隊,60,,0000020598,-1
65476,KEG-3218,20250503,195156,20250503,195702,八德區垃圾車,壓5,,9290,11990,八德區清潔隊,61,,0000020506,-1
65477,AAH-813,20250503,195245,20250503,195754,八德區垃圾車,壓6,,9770,16040,八德區清潔隊,62,,0000020507,-1
65478,KEU-1722,20250503,195844,20250503,200600,八德區垃圾車,壓22,,7500,9600,八德區清潔隊,63,,0000048403,-1
65479,KEU-1721,20250503,200955,20250503,201453,八德區垃圾車,壓13,,7280,9870,八德區清潔隊,64,,0000048402,-1
65480,KEP-3822,20250503,201056,20250503,201712,八德區垃圾車,壓21,,7290,10620,八德區清潔隊,65,,0000020789,-1
65481,KEP-5261,20250503,201144,20250503,201901,八德區垃圾車,壓12,,6540,9590,八德區清潔隊,66,,0000020587,-1
65482,KEK-2897,20250503,201252,20250503,201950,八德區垃圾車,壓9,,10420,15610,八德區清潔隊,67,,0002756369,-1
65483,KEE-3861,20250503,201343,20250503,202056,八德區垃圾車,壓8,,5920,8110,八德區清潔隊,68,,0000020509,-1
65484,KES-5103,20250503,201728,20250503,202446,八德區垃圾車,壓23,,5180,7690,八德區清潔隊,69,,0000020793,-1
65485,KEP-5256,20250503,203357,20250503,203930,八德區垃圾車,壓18,,6500,10370,八德區清潔隊,70,,0000020585,-1
65486,KEA-7212,20250503,204242,20250503,204842,八德區垃圾車,壓1,,9740,14400,八德區清潔隊,71,,0000047611,-1
65487,KEU-1720,20250503,204327,20250503,204951,八德區垃圾車,壓2,,7360,11850,八德區清潔隊,72,,0000048401,-1
65488,272-ZB,20250505,052004,20250505,063004,展望,,垃圾,16690,35260,八德區清潔隊,1,#,,-1
65489,KLE-3029,20250505,052552,20250505,064052,展望,,垃圾,19740,37580,八德區清潔隊,2,#,,-1
65490,KEP-5260,20250503,192821,20250503,195021,八德區垃圾車,壓19,,6430,10250,八德區清潔隊,56,#,,-1
65491,KLF-0290,20250505,082833,20250505,084923,展望,,垃圾,18940,38170,八德區清潔隊,4,,,-1
65492,AAJ-351,20250505,084814,20250505,085535,大溪區中隊,,彈簧床,8860,9880,八德區清潔隊,5,,,-1
65493,KEG-3096,20250505,085308,20250505,085913,桃園區中隊,,桃園中隊(廢傢俱),4470,5630,八德區清潔隊,6,,,-1
65494,448-VM,20250505,085657,20250505,090238,八德區清潔隊,社區定點,,7000,11600,八德區清潔隊,7,,0000020589,-1
65495,KEC-2782/預備車,20250505,090537,20250505,091020,八德區垃圾車,社區定點,,6130,9450,八德區清潔隊,8,,0000020512,-1
65496,KEG-3126,20250505,090432,20250505,091459,楊梅區中隊,抓斗車,彈簧床,8990,10040,八德區清潔隊,9,,,-1
65497,KEP-2602/預備車,20250505,091233,20250505,091651,八德區垃圾車,社區定點,,10240,16250,八德區清潔隊,10,,0000020785,-1
65498,KEG-3130,20250505,092116,20250505,092539,蘆竹區中隊,,彈簧床,4510,5270,八德區清潔隊,11,,,-1
65499,KEA-9701,20250505,091058,20250505,092921,桃園區中隊,,破碎(皮),20590,25410,八德區清潔隊,12,,,-1
65500,KEA-8000,20250505,092831,20250505,093229,八德區清潔隊,,,4100,4610,八德區清潔隊,13,,0000047602,-1
65501,953-UN,20250505,092338,20250505,093405,中壢區中隊,中壢(塑膠料),垃圾(塑膠料),19420,36360,八德區清潔隊,14,,,-1
65502,KEC-2619,20250505,093247,20250505,093749,八德區清潔隊,,,4300,4700,八德區清潔隊,15,,0000020543,-1
65503,893-S5,20250505,094043,20250505,094746,八德區清潔隊,,,4170,5020,八德區清潔隊,16,,0000048408,-1
65504,KEP-6151,20250505,094622,20250505,095136,八德區清潔隊,社區定點,,10370,16920,八德區清潔隊,17,,0000047604,-1
65505,449-S3,20250505,095250,20250505,095601,桃園區中隊,,桃園中隊(廢傢俱),4480,5140,八德區清潔隊,18,,,-1
65506,903-S5,20250505,095808,20250505,100409,八德區清潔隊,社區定點,,5270,8260,八德區清潔隊,19,,0000020521,-1
65507,KEK-2001,20250505,095658,20250505,100436,八德區清潔隊,,,4200,5010,八德區清潔隊,20,,0000020547,-1
65508,705-UA,20250505,095930,20250505,100840,八德區清潔隊,,,4010,4760,八德區清潔隊,21,,0000020533,-1
65509,KEC-2620,20250505,095730,20250505,101020,八德區清潔隊,,,4330,5270,八德區清潔隊,22,,0000020591,-1
65510,KLE-3029,20250505,094011,20250505,101220,展望,,垃圾,19630,39740,八德區清潔隊,23,,,-1
65511,KEG-3367,20250505,100947,20250505,101514,平鎮區中隊,,彈簧床,4790,5560,八德區清潔隊,24,,,-1
65512,KEG-6990,20250505,101109,20250505,101633,平鎮區中隊,,彈簧床,4400,5110,八德區清潔隊,25,,,-1
65513,KEG-3097,20250505,101433,20250505,102149,桃園區中隊,,桃園中隊(廢傢俱),4550,5310,八德區清潔隊,26,,,-1
65514,KEA-9797,20250505,101920,20250505,102219,中壢區中隊,,彈簧床,4270,5250,八德區清潔隊,27,,,-1
65515,KED-2531/預備車,20250505,102055,20250505,102620,八德區垃圾車,黑包組,,5140,6220,八德區清潔隊,28,,0000047606,-1
65516,272-ZB,20250505,100344,20250505,102811,展望,,垃圾,16580,34810,八德區清潔隊,29,,,-1
65517,KEC-2782/預備車,20250505,102119,20250505,103914,八德區垃圾車,社區定點,,6230,10000,八德區清潔隊,30,,0000020512,-1
65518,448-VM,20250505,103521,20250505,104108,八德區清潔隊,社區定點,,7110,11040,八德區清潔隊,31,,0000020589,-1
65519,AAJ-351,20250505,102912,20250505,104136,大溪區中隊,,彈簧床,8850,9820,八德區清潔隊,32,,,-1
65520,KEK-2002,20250505,103221,20250505,104241,八德區清潔隊,黑包組,,4170,5810,八德區清潔隊,33,,0000020548,-1
65521,980-UN,20250505,104205,20250505,104502,八德區清潔隊,,,6210,7840,八德區清潔隊,34,,000002054,-1
65522,KEE-3707,20250505,103553,20250505,104735,桃園區中隊,,桃園中隊(廢傢俱),4550,5450,八德區清潔隊,35,,,-1
65523,KEP-2602/預備車,20250505,104012,20250505,104826,八德區垃圾車,社區定點,,10240,14010,八德區清潔隊,36,,0000020785,-1
65524,KEU-1595,20250505,104042,20250505,105105,平鎮區中隊,,彈簧床,5010,5780,八德區清潔隊,37,,,-1
65525,852-UW,20250505,104301,20250505,105151,中壢區中隊,,彈簧床,3930,4800,八德區清潔隊,38,,,-1
65526,KEQ-5053,20250505,103450,20250505,105237,桃園區中隊,抓斗車,桃園中隊(廢傢俱),9100,12450,八德區清潔隊,39,,,-1
65527,AAJ-337,20250505,103948,20250505,105259,蘆竹區中隊,抓斗車,彈簧床,8750,9350,八德區清潔隊,40,,,-1
65528,KEK-3326,20250505,104942,20250505,105341,八德區清潔隊,抓斗車,,9190,10190,八德區清潔隊,41,,0000020553,-1
65529,KEW-5195,20250505,103846,20250505,105658,桃園區中隊,抓斗車,桃園中隊(廢傢俱),11150,13230,八德區清潔隊,42,,,-1
65530,KEG-3096,20250505,105212,20250505,105750,桃園區中隊,,桃園中隊(廢傢俱),4460,5610,八德區清潔隊,43,,,-1
65531,KEK-5997,20250505,105403,20250505,105846,八德區清潔隊,,,4290,4820,八德區清潔隊,44,*,0000048448,-1
65532,KEA-9816,20250505,105542,20250505,110109,八德區清潔隊,,,4340,4980,八德區清潔隊,45,,0000020730,-1
65533,KED-0158,20250505,105559,20250505,110216,八德區清潔隊,,,4340,4940,八德區清潔隊,46,,0000047524,-1
65534,KEQ-5057,20250505,105454,20250505,110231,龜山區中隊,,彈簧床,9060,10090,八德區清潔隊,47,,,-1
65535,681-S5,20250505,105519,20250505,110519,桃園區中隊,抓斗車,桃園中隊(廢傢俱),11120,14420,八德區清潔隊,48,,,-1
65536,KEA-9807,20250505,110047,20250505,110649,桃園區中隊,,桃園中隊(廢傢俱),4360,5360,八德區清潔隊,49,,,-1
65537,KEA-9810,20250505,110143,20250505,110810,桃園區中隊,,桃園中隊(廢傢俱),4220,5670,八德區清潔隊,50,,,-1
65538,449-S3,20250505,111118,20250505,111447,桃園區中隊,,桃園中隊(廢傢俱),4390,4860,八德區清潔隊,51,,,-1
65539,KEA-7113,20250505,111234,20250505,111708,八德區清潔隊,,,4230,4420,八德區清潔隊,52,,0000047605,-1
65540,KEQ-9210,20250505,113256,20250505,113546,中壢區中隊,,彈簧床,4950,5880,八德區清潔隊,53,,,-1
65541,KEE-1716,20250505,113924,20250505,114353,桃園區中隊,,桃園中隊(廢傢俱),4450,5460,八德區清潔隊,54,,,-1
65542,292-VM,20250505,113806,20250505,115529,桃園區中隊,,桃園中隊(廢傢俱),11920,15360,八德區清潔隊,55,,,-1
65543,KEG-3097,20250505,114937,20250505,115635,桃園區中隊,,桃園中隊(廢傢俱),4540,4990,八德區清潔隊,56,,,-1
65544,KEK-3550,20250505,114647,20250505,115901,桃園區中隊,,桃園中隊(廢傢俱),6680,8130,八德區清潔隊,57,,,-1
65545,681-S5,20250505,120252,20250505,120616,桃園區中隊,抓斗車,桃園中隊(廢傢俱),11110,12490,八德區清潔隊,58,,,-1
65546,KLF-0290,20250505,113726,20250505,121933,展望,,垃圾,18870,38360,八德區清潔隊,59,,,-1
65547,AAJ-350,20250505,124730,20250505,125028,八德區清潔隊,抓斗車,,8800,10030,八德區清潔隊,60,,0000047601,-1
65548,KEQ-5053,20250505,125207,20250505,125815,桃園區中隊,抓斗車,桃園中隊(廢傢俱),9090,11560,八德區清潔隊,61,,,-1
65549,KEW-5195,20250505,130813,20250505,132336,桃園區中隊,抓斗車,桃園中隊(廢傢俱),11140,12440,八德區清潔隊,62,,,-1
65550,860-UA,20250505,133151,20250505,133624,楊梅區中隊,,彈簧床,4210,4690,八德區清潔隊,63,,,-1
65551,446-S3,20250505,132844,20250505,133837,桃園區中隊,,桃園中隊(廢傢俱),4450,4940,八德區清潔隊,64,,,-1
65552,KEA-9807,20250505,134615,20250505,135118,桃園區中隊,,桃園中隊(廢傢俱),4350,5180,八德區清潔隊,65,,,-1
65553,745-VN,20250505,135322,20250505,135733,楊梅區中隊,,彈簧床,4560,4990,八德區清潔隊,66,,,-1
65554,KEW-5202,20250505,135658,20250505,140127,八德區清潔隊,抓斗車,,11210,13160,八德區清潔隊,67,*,0000048409,-1
65555,KEA-7213,20250505,135808,20250505,140337,八德區清潔隊,市場車,,9330,11370,八德區清潔隊,68,,0000020596,-1
65556,KED-0158,20250505,140159,20250505,140518,八德區清潔隊,,,4320,4940,八德區清潔隊,69,,0000047524,-1
65557,980-VM,20250505,135908,20250505,140543,八德區清潔隊,市場車,,8960,10560,八德區清潔隊,70,,0000020595,-1
65558,KEE-3707,20250505,140500,20250505,140948,桃園區中隊,,桃園中隊(廢傢俱),4560,4950,八德區清潔隊,71,,,-1
65559,KEU-1721,20250505,140646,20250505,141151,八德區垃圾車,壓13,,7190,8310,八德區清潔隊,72,,0000048402,-1
65560,980-UN,20250505,141124,20250505,141259,八德區清潔隊,,,6160,7590,八德區清潔隊,73,,0000020542,-1
65561,KEC-2619,20250505,142353,20250505,142806,八德區清潔隊,,,4310,4980,八德區清潔隊,74,,0000020543,-1
65562,KEK-5997,20250505,142854,20250505,143126,八德區清潔隊,,,4340,4400,八德區清潔隊,75,,0000048448,-1
65563,851-UA,20250505,142642,20250505,143243,八德區清潔隊,,,4170,4700,八德區清潔隊,76,,0000020534,-1
65564,KEK-3326,20250505,142928,20250505,143604,八德區清潔隊,抓斗車,,9190,11390,八德區清潔隊,77,,0000020553,-1
65565,KEP-3822,20250505,143151,20250505,143802,八德區垃圾車,壓21,,7360,8190,八德區清潔隊,78,,0000020789,-1
65566,AAJ-350,20250505,143501,20250505,143823,八德區清潔隊,抓斗車,,8860,10150,八德區清潔隊,79,,0000047601,-1
65567,KEP-3821,20250505,143535,20250505,144133,八德區垃圾車,壓11,,7360,9340,八德區清潔隊,80,,0000020794,-1
65568,KEA-9816,20250505,144158,20250505,144800,八德區清潔隊,,,4330,4850,八德區清潔隊,81,*,0000020730,-1
65569,KEE-3801,20250505,144604,20250505,145050,八德區垃圾車,壓7,,7690,10340,八德區清潔隊,82,,0000020598,-1
65570,KEA-8000,20250505,145213,20250505,145708,八德區清潔隊,,,4110,4580,八德區清潔隊,83,,0000047602,-1
65571,KEA-7212,20250505,145141,20250505,145756,八德區垃圾車,壓1,,9690,10480,八德區清潔隊,84,*,0000047611,-1
65572,KED-0158,20250505,145003,20250505,145828,八德區清潔隊,,,4320,4700,八德區清潔隊,85,,0000047524,-1
65573,302-VN,20250505,145851,20250505,150209,八德區清潔隊,,,4430,5370,八德區清潔隊,86,,0000020535,-1
65574,445-S3,20250505,145448,20250505,150408,桃園區中隊,,桃園中隊(廢傢俱),4480,5060,八德區清潔隊,87,,,-1
65575,893-S5,20250505,150108,20250505,150619,八德區清潔隊,,,4080,5330,八德區清潔隊,88,,0000048408,-1
65576,705-UA,20250505,145948,20250505,150758,八德區清潔隊,,,4000,5080,八德區清潔隊,89,,0000020533,-1
65577,KEW-5202,20250505,150143,20250505,150925,八德區清潔隊,抓斗車,,11220,13700,八德區清潔隊,90,,0000048409,-1
65578,KEK-5997,20250505,150340,20250505,150947,八德區清潔隊,,,4340,4670,八德區清潔隊,91,,0000048448,-1
65579,KEK-2001,20250505,150819,20250505,151455,八德區清潔隊,,,4120,4970,八德區清潔隊,92,,0000020547,-1
65580,KEK-2002,20250505,150230,20250505,151519,八德區清潔隊,黑包組,,4170,4660,八德區清潔隊,93,,0000020548,-1
65581,KEC-2620,20250505,150838,20250505,151930,八德區清潔隊,,,4330,5130,八德區清潔隊,94,,0000020591,-1
65582,KEP-5261,20250505,164845,20250505,165531,八德區垃圾車,壓12,,6530,9430,八德區清潔隊,95,,0000020587,-1
65583,KES-5103,20250505,172831,20250505,173329,八德區垃圾車,壓23,,5230,7800,八德區清潔隊,96,,0000020793,-1
65584,KEJ-6305,20250505,174038,20250505,174516,八德區垃圾車,壓17,,5910,8690,八德區清潔隊,97,,0000020791,-1
65585,AAH-813,20250505,174122,20250505,174608,八德區垃圾車,壓6,,9890,15490,八德區清潔隊,98,*,000002050,-1
65586,KEP-3821,20250505,175644,20250505,180149,八德區垃圾車,壓11,,7350,10660,八德區清潔隊,99,*,0000020794,-1
65587,KEG-3218,20250505,175729,20250505,180319,八德區垃圾車,壓5,,9260,13410,八德區清潔隊,100,,0000020506,-1
65588,KEP-3822,20250505,180243,20250505,180941,八德區垃圾車,壓21,,7350,11970,八德區清潔隊,101,,0000020789,-1
65589,KEE-3801,20250505,181351,20250505,181816,八德區垃圾車,壓7,,7670,11600,八德區清潔隊,102,,0000020598,-1
65590,KEU-1721,20250505,182059,20250505,182539,八德區垃圾車,壓13,,7240,11460,八德區清潔隊,103,,0000048402,-1
65591,KEP-5256,20250505,182120,20250505,182626,八德區垃圾車,壓18,,6480,9970,八德區清潔隊,104,,0000020585,-1
65592,KEU-1722,20250505,183008,20250505,183729,八德區垃圾車,壓22,,7430,11680,八德區清潔隊,105,,0000048403,-1
65593,KEE-3861,20250505,184111,20250505,184549,八德區垃圾車,壓8,,5940,9370,八德區清潔隊,106,,0000020509,-1
65594,KEU-1720,20250505,184342,20250505,184857,八德區垃圾車,壓2,,7170,11290,八德區清潔隊,107,,0000048401,-1
65595,KEP-5261,20250505,184707,20250505,185248,八德區垃圾車,壓12,,6520,9100,八德區清潔隊,108,,0000020587,-1
65596,KEK-2897,20250505,185224,20250505,185756,八德區垃圾車,壓9,,10440,16050,八德區清潔隊,109,,0002756369,-1
65597,KEA-7212,20250505,185637,20250505,190247,八德區垃圾車,壓1,,9660,13840,八德區清潔隊,110,,0000047611,-1
65598,KES-5103,20250505,190453,20250505,190925,八德區垃圾車,壓23,,5150,7040,八德區清潔隊,111,,0000020793,-1
65599,KEJ-6305,20250505,191331,20250505,191809,八德區垃圾車,壓17,,5930,8820,八德區清潔隊,112,,0000020791,-1
65600,KEA-7211,20250505,191549,20250505,192158,八德區垃圾車,壓15,,9530,14690,八德區清潔隊,113,,0000020588,-1
65601,KEP-2602/預備車,20250505,170401,20250505,194128,八德區垃圾車,社區定點,,14390,15980,八德區清潔隊,114,,0000020785,-1
65602,KEP-3821,20250505,193846,20250505,194357,八德區垃圾車,壓11,,7330,10120,八德區清潔隊,115,,0000020794,-1
65603,KEA-7213,20250505,194520,20250505,195022,八德區清潔隊,市場車,,8870,13380,八德區清潔隊,116,,0000020596,-1
65604,KEE-3801,20250505,195537,20250505,200007,八德區垃圾車,壓7,,7670,11640,八德區清潔隊,117,,0000020598,-1
65605,KEU-1722,20250505,195936,20250505,200521,八德區垃圾車,壓22,,7490,10520,八德區清潔隊,118,,0000048403,-1
65606,AAH-813,20250505,200037,20250505,200615,八德區垃圾車,壓6,,9880,14550,八德區清潔隊,119,,0000020507,-1
65607,KEP-3822,20250505,200636,20250505,201252,八德區垃圾車,壓21,,7400,12380,八德區清潔隊,120,,0000020789,-1
65608,KEG-3218,20250505,200831,20250505,201553,八德區垃圾車,壓5,,9270,13660,八德區清潔隊,121,,0000020506,-1
65609,KEP-5261,20250505,201207,20250505,201812,八德區垃圾車,壓12,,6510,8670,八德區清潔隊,122,,0000020587,-1
65610,KEU-1721,20250505,201712,20250505,202246,八德區垃圾車,壓13,,7250,11160,八德區清潔隊,123,,0000048402,-1
65611,KES-5103,20250505,201828,20250505,202414,八德區垃圾車,壓23,,5200,7380,八德區清潔隊,124,,0000020793,-1
65612,KEK-2897,20250505,202027,20250505,202618,八德區垃圾車,壓9,,10420,13000,八德區清潔隊,125,,0002756369,-1
65613,KEJ-6305,20250505,202122,20250505,202646,八德區垃圾車,壓17,,5920,7720,八德區清潔隊,126,,0000020791,-1
65614,KEE-3861,20250505,202546,20250505,203048,八德區垃圾車,壓8,,5940,9180,八德區清潔隊,127,,0000020509,-1
65615,KEP-5256,20250505,202905,20250505,203311,八德區垃圾車,壓18,,6470,9170,八德區清潔隊,128,,0000020585,-1
65616,KEP-3822,20250505,204109,20250505,204709,八德區垃圾車,壓21,,7410,7960,八德區清潔隊,129,,0000020789,-1
65617,KEU-1720,20250505,204251,20250505,204820,八德區垃圾車,壓2,,7310,10640,八德區清潔隊,130,,0000048401,-1
65618,KEA-7212,20250505,204514,20250505,205105,八德區垃圾車,壓1,,9700,12430,八德區清潔隊,131,,0000047611,-1
65619,KEK-2003,20250506,075525,20250506,080009,八德區清潔隊,定點回收,燈管-廢衣服,4420,4440,八德區清潔隊,1,,0000020549,-1
65620,KLD-5506,20250506,051541,20250506,061041,正億,,垃圾,17800,38540,八德區清潔隊,2,#,,-1
65621,LAG-219,20250506,052033,20250506,063033,正億,,垃圾,18000,39100,八德區清潔隊,3,#,,-1
65622,KLN-3132,20250506,052558,20250506,064058,正億,,垃圾,18360,38840,八德區清潔隊,4,#,,-1
65623,KLG-1015,20250506,054539,20250506,070039,正億,,垃圾,18170,40100,八德區清潔隊,5,#,,-1
65624,AAJ-338,20250505,150025,20250505,150525,觀音區中隊,抓斗車,彈簧床,8740,9810,八德區清潔隊,6,#,,-1
65625,KEW-5202,20250506,091510,20250506,091905,八德區清潔隊,抓斗車,,11800,11900,八德區清潔隊,7,,,-1
65626,953-UN,20250506,091811,20250506,092627,中壢區中隊,中壢(塑膠料),垃圾(塑膠料),19300,34590,八德區清潔隊,8,,,-1
65627,KEC-2619,20250506,092400,20250506,092830,八德區清潔隊,,,4230,4990,八德區清潔隊,9,,0000020543,-1
65628,448-VM,20250506,092813,20250506,093406,八德區清潔隊,社區定點,,7020,10990,八德區清潔隊,10,,0000020589,-1
65629,AAJ-351,20250506,092728,20250506,093430,大溪區中隊,,彈簧床,8850,9730,八德區清潔隊,11,,,-1
65630,893-S5,20250506,092704,20250506,093451,八德區清潔隊,,,4070,4770,八德區清潔隊,12,,0000048408,-1
65631,KEK-2001,20250506,092855,20250506,093507,八德區清潔隊,,,4230,4510,八德區清潔隊,13,,0000020547,-1
65632,KEA-8000,20250506,092742,20250506,093613,八德區清潔隊,,,4120,4280,八德區清潔隊,14,,0000047602,-1
65633,KEA-9816,20250506,093523,20250506,093915,八德區清潔隊,,,4310,4530,八德區清潔隊,15,,0000020730,-1
65634,KED-0158,20250506,093541,20250506,094247,八德區清潔隊,,,4340,4930,八德區清潔隊,16,,0000047524,-1
65635,KEK-5997,20250506,093937,20250506,094409,八德區清潔隊,,,4360,4840,八德區清潔隊,17,,0000048448,-1
65636,903-S5,20250506,094547,20250506,095124,八德區清潔隊,社區定點,,5260,6630,八德區清潔隊,18,,0000020521,-1
65637,KEC-2782/預備車,20250506,094704,20250506,100119,八德區垃圾車,社區定點,,6200,9280,八德區清潔隊,19,*,0000020512,-1
65638,851-UA,20250506,095818,20250506,100224,八德區清潔隊,,,4170,4940,八德區清潔隊,20,*,000002053,-1
65639,KED-2531/預備車,20250506,100135,20250506,100655,八德區垃圾車,黑包組,,5130,5870,八德區清潔隊,21,,0000047606,-1
65640,KEP-6151,20250506,095600,20250506,100904,八德區清潔隊,社區定點,,10350,15900,八德區清潔隊,22,*,0000047604,-1
65641,KEK-2002,20250506,100718,20250506,101456,八德區清潔隊,黑包組,,4180,4610,八德區清潔隊,23,,0000020548,-1
65642,KEP-2602/預備車,20250506,101256,20250506,101800,八德區垃圾車,社區定點,,10300,16620,八德區清潔隊,24,,0000020785,-1
65643,KEA-9797,20250506,101709,20250506,101927,中壢區中隊,,彈簧床,4220,5150,八德區清潔隊,25,,,-1
65644,693-UA,20250506,101735,20250506,101951,中壢區中隊,,彈簧床,4100,5010,八德區清潔隊,26,,,-1
65645,KEG-3367,20250506,102105,20250506,102359,平鎮區中隊,,彈簧床,4790,5470,八德區清潔隊,27,,,-1
65646,KEC-2620,20250506,102241,20250506,102725,八德區清潔隊,,,4390,5120,八德區清潔隊,28,,0000020591,-1
65647,292-VM,20250506,102015,20250506,103015,桃園區中隊,,桃園中隊(廢傢俱),12000,14240,八德區清潔隊,29,,,-1
65648,445-S3,20250506,102645,20250506,103348,桃園區中隊,,桃園中隊(廢傢俱),4520,5430,八德區清潔隊,30,,,-1
